product_name,brand,usage_type,category,ingredients,image_url,product_url
"Pond's Healthy Hydrating Jelly Moisturizer, Aloe Vera, 50 g",Pond's,Face,Gels,"Propylene Glycol, 12-Ketostearic Acid, Allantoin, Aloe Barbadensis Leaf Juice, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Aqua, Arachidic Acid, Benzoic Acid, Benzophenone-4, Bht, Butylene Glycol, C12-14 Pareth-12, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Cetearyl Glucoside, Chlorphenesin, Ci 42090, Ci 47005, Citric Acid, Citronellol, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Disodium Edta, Glucose, Glycerin, Hexyl Cinnamal, Hydroxystearic Acid, Isohexadecane, Limonene, Linalool, Linoleamidopropyl Pg-Dimonium Chloride Phosphate, Lodopropynyl Butylcarbamate, Niacinamide, Palmitic Acid, Parfum, Peg-4, Peg-4 Dilaurate, Peg-4 Laurate, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Sodium Carbonate, Sodium Chloride, Sodium Hydroxide, Sodium Pca, Sodium Sulfate, Sodium Sulfite, Stearic Acid, T-Butyl Alcohol, Tocopheryl Acetate",https://cdn1.skinsafeproducts.com/photo/522A7021882FE8/large_1731399706.pngpng?1731399706,https://www.skinsafeproducts.com/pond-s-healthy-hydrating-jelly-moisturizer-aloe-vera-50-g
"Sweet & Shimmer Whipped Vanilla Body Lotion, 4.1 fl oz/120 mL",Sweet & Shimmer,Body,Lotions,"Butyrospermum Parkii (Shea) Butter, C13-16 Isoparaffin, Cetyl Alcohol, Dmdm Hydantoin, Fragrance, Glyceryl Stearate, Mineral Oil, Phenoxyethanol, Polysorbate 80, Sodium Acrylate/Sodium Acryloyldimethyltaurate Copolymer, Stearic Acid, Water",https://cdn1.skinsafeproducts.com/photo/4297C78AECE4DD/large_1735904213.pngpng?1735904213,https://www.skinsafeproducts.com/sweet-shimmer-whipped-vanilla-body-lotion-4-1-fl-oz-120-ml
"Beauty 360 Antibacterial Foaming Hand Soap Refill, Spring Water, 32 fl oz/946 mL",Beauty 360,Cleansers,Foaming Cleansers,"Benzalkonium Chloride, Blue 1 (Ci 42090), Cetrimonium Chloride, Citric Acid, Cocamide Mea, Cocamidopropyl Betaine, Fragrance, Glycerin, Lauramidopropylamine Oxide, Myristamidopropylamine Oxide, Peg-120 Methyl Glucose Dioleate, Red 33 (Ci 17200), Sodium Benzoate, Tetrasodium Edta, Water",https://cdn1.skinsafeproducts.com/photo/F8F155B553D3D8/large_1735893051.pngpng?1735893051,https://www.skinsafeproducts.com/beauty-360-antibacterial-foaming-hand-soap-refill-spring-water-32-fl-oz-946-ml
"Yardley London Luxurious Hand Soap, English Lavender, 14 fl oz/414 mL",Yardley London,Cleansers,Liquid or Cream Hand Soaps,"Aqua, Citric Acid, Cocamidopropyl Betaine, Coco Glucoside, Eucalyptus Globulus Leaf Extract, Fragrance, Glycerine, Lavandula Angustifolia (Lavander) Oil, Lavandula Hybrida Oil, Limonene, Linalool, Mentha Arvensis Leaf Oil, Mentha Viridis (Spearmint) Leaf Oil, Methylchloroisothiazolinone, Methylisothiazolinone, Pogostemon Cablin Leaf Oil, Sodium Chloride, Sodium Laureth Sulphate, Styrene/ Acrylates Copolymer, Thuja Occidentalis Leaf Oil",https://cdn1.skinsafeproducts.com/photo/D42C14AADF52AE/large_1735815401.pngpng?1735815401,https://www.skinsafeproducts.com/yardley-london-luxurious-hand-soap-english-lavender-14-fl-oz-414-ml
"Vaseline Deep Restore Body Cream, 2.53 fl oz/75 mL",Vaseline,Body,Creams,"Alpha-Isomethyl Ionone, Amyl Cinnamal, Avena Sativa (Oat) Extract, Butylphenyl Methylpropional, Cetyl Alcohol, Ci 47005, Citronellol, Disodium Edta, Dmdm Hydantoin, Geraniol, Glycerin, Glyceryl Stearate, Hexyl Cinnamal, Limonene, Linalool, Methylparaben, Mineral Oil, Palmitic Acid, Perfume, Petrolatum, Potassium Hydroxide, Propylparaben, Stearic Acid, Water, Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/9BE4F24BDDFD6B/large_1735534283.pngpng?1735534283,https://www.skinsafeproducts.com/vaseline-deep-restore-body-cream-2-53-fl-oz-75-ml
"Mario Badescu Facial Spray, Aloe + Sage & Orange Blossom, 2 fl oz/59 mL",Mario Badescu Skin Care,Face,Spray Moisturizer,"Propylene Glycol, Aloe Barbadensis Leaf Juice, Benzophenone-4, Citric Acid, Citrus Aurantium Amara (Bitter Orange) Flower Water, Ethylhexylglycerin, Fragrance (Parfum), Fucus Vesiculosus (Bladderwrack) Extract, Hexyl Cinnamal, Limonene, Linalool, Potassium Sorbate, Propanediol, Red 40 (Ci 16035), Salvia Officinalis (Sage) Flower/Leaf/Stem Water, Salvia Officinalis (Sage) Leaf Extract, Sodium Benzoate, Thymus Vulgaris (Thyme) Extract, Water (Aqua/Eau), Yellow 5 (Ci 19140)",https://cdn1.skinsafeproducts.com/photo/7D269B1F9B09A5/large_1735289256.pngpng?1735289256,https://www.skinsafeproducts.com/mario-badescu-facial-spray-aloe-sage-orange-blossom-2-fl-oz-59-ml
"Life Brand Rich Skin Cream, Vitamin E, 400 mL",Life Brand,Body,Creams,"Propylene Glycol, Aloe Barbadensis Leaf Juice, Aqua, Carbomer, Cetyl Alcohol, Diazolidinyl Urea, Dimethicone, Disodium Edta, Methylparaben, Paraffinum Liquidum, Parfum, Sorbitol, Stearic Acid, Tocopheryl Acetate, Triethanolamine",https://cdn1.skinsafeproducts.com/photo/DAAD1CBA91A7CC/large_1735642896.pngpng?1735642896,https://www.skinsafeproducts.com/life-brand-rich-skin-cream-vitamin-e-400-ml
"Paula's Choice Pro-Collagen Peptide Plumping Moisturizer, 3 Peptides, 1.7 fl oz/50 mL",Paula's Choice,Face,Creams,"1, 2-Hexanediol, Acetyl Sh-Hexapeptide-5 Amide Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Aqua/Water/Eau, Butylene Glycol, Cyanocobalamin, Dimethicone, Gigartina Stellata Extract, Glycerin, Hydroxyacetophenone, Hydroxypropyltrimonium Hyaluronate, Lecithin, Oligopeptide-1, Pentylene Glycol, Phenoxyethanol, Propanediol, Pyrus Malus (Apple) Fruit Extract, Sodium Acrylates Copolymer, Sodium Phytate, Squalane, Tridecapeptide-1",https://cdn1.skinsafeproducts.com/photo/00F5E78A59FA08/large_1735623633.pngpng?1735623633,https://www.skinsafeproducts.com/paula-s-choice-pro-collagen-peptide-plumping-moisturizer-3-peptides-1-7-fl-oz-50-ml
"Handy Solutions Personal Wipes, 12 Count",Handy Solutions,"Cloths, Towelettes, & Wipes",Flushable,"Amodimethicone, Aqua, Caprylyl Glycol, Cetylpyridinium Chloride, Coco-Betaine, Fragrance, Malic Acid, Phenoxyethanol, Polysorbate 20, Sodium Benzoate, Sodium Chloride, Sodium Citrate",https://cdn1.skinsafeproducts.com/photo/FFBA6FF5F68021/large_1735462749.pngpng?1735462749,https://www.skinsafeproducts.com/handy-solutions-personal-wipes-12-count
"Bath & Body Works Fireside Flurries Ultimate Hydration Body Cream, Hyaluronic Acid, 8 oz/226 g",Bath And Body Works,Body,Creams,"Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aloe Barbadensis Leaf Extract, Anise Alcohol, Benzyl Salicylate, Bht, Butyrospermum Parkii (Shea) Butter, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Cetyl Alcohol, Cocos Nucifera (Coconut) Oil, Coumarin, Diazolidinyl Urea, Dimethicone, Disodium Edta, Fragrance (Parfum), Glycerin, Glyceryl Stearate Se, Hydroxycitronellal, Isohexadecane, Palmitic Acid, Peg-100 Stearate, Petrolatum, Sodium Dehydroacetate, Sodium Hyaluronate, Stearic Acid, Theobroma Cacao (Cocoa) Seed Butter, Tocopherol, Triethanolamine, Water (Aqua, Eau)",https://cdn1.skinsafeproducts.com/photo/E25407F5C7A365/large_1735386547.pngpng?1735386547,https://www.skinsafeproducts.com/bath-body-works-fireside-flurries-ultimate-hydration-body-cream-hyaluronic-acid-8-oz-226-g
