product_name,brand,usage_type,category,ingredients,image_url,product_url
"Aroma Naturals Hi-Vitamin K Cream, 3.3 oz/94 g",Aroma Naturals,Face,Creams,"Allantoin, Arnica Montana Flower Extract, Ascorbic Acid 2-Glucoside (Vitamin C), Avena Sativa (Oat) Kernel Extract, Caprylhydroxamic Acid, Caprylic/Capric Triglyceride, Capryloyl Glycerin/Sebacic Acid Copolymer, Caprylyl Glycol, Carthamus Tinctorius (Safflower) Oleosomes, Cetearyl Alcohol, Cetearyl Glucoside, Cetearyl Olivate, Chamomilla Recutita (Matricaria) Flower, Diheptyl Succinate, Ethyl Macadamiate, Glycerin (Kosher), Hydrolyzed Jojoba Esters, Malic Acid, Manihot Esculenta (Tapioca) Root Starch, Menaquinone-7 (Vitamin K2), Natural Fragrance Oils, Organic Aloe Barbadensis (Aloe) Inner Leaf Juice, Organic Borago Officinalis (Borage) Seed Oil, Organic Cocos Nucifera (Coconut) Water, Organic Helianthus Annuus (Sunflower) Seed Oil, Organic Hippophae Rhamnoides (Sea Buckthorn) Oil, Organic Ipomoea Batatas (Sweet Potato) Root Extract (Rich In Vitamin A), Organic Linum/Sitatissimum (Flax) Seed Oil, Organic Plukenetia Volubilis (Sacha Inchi) Seed Oil, Organic Punica Granatum (Pomegranate) Seed Oil, Organic Rosa Rubiginosa (Rosehip) Seed Oil, Organic Theobroma Cacao (Cocoa) Seed Butter, Potassium Olivoyl Hydrolyzed Oat Protein, Potassium Sorbate, Purified Water (Aqua), Sodium Ascorbyl Phosphate (Vitamin C Ester), Sorbitan Olivate, Squalane (Olive) Oil, Thioctic (Alpha Lipoic) Acid, Tocopherol (Mixed Vitamin E), Ubiquinone (Coq10), Vaccinium Macrocarpon (Cranberry) Seed Oil, Vitis Vinifera (Grapeseed) Oil, Xanthan Gum, Xylitol",https://cdn1.skinsafeproducts.com/photo/7E9ED05ABCE173/large_1661334839.pngpng?1661334839,https://www.skinsafeproducts.com/aroma-naturals-hi-vitamin-k-cream-3-3-oz-94-g
"Tarte Pore Down Tightening Concentrate, 4 fl oz/120 mL",Tarte,Skin Care,Pore Treatments,"Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Alcohol, Butylene Glycol, Calendula Officinalis Flower Extract, Cellulose, Centaurea Cyanus Flower Water, Chaenomeles Sinensis Fruit Extract, Citral, Disodium Edta, Ethyl Olivate, Hibiscus Sabdariffa Flower Extract, Hydrogenated Lecithin, Lavandula Angustifolia (Lavender) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Limonene, Linalool, Microcrystalline Cellulose, Oryza Sativa (Rice) Germ Oil, Parfum/Fragrance, Peg-10 Dimethicone, Peg-3 Cocamide, Peg-6 Cocamide, Peg/Ppg-20/22 Butyl Ether Dimethicone, Phenoxyethanol, Ppg-10 Methyl Glucose Ether, Ppg-6-Decyltetradeceth-20, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Rosa Canina Fruit Extract, Salvia Officinalis (Sage) Oil, Saponaria Officinalis Leaf Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium Hydroxide, Tocopherol, Water/ Aqua/ Eau, Zea Mays (Corn) Germ Oil",https://cdn1.skinsafeproducts.com/photo/9F2F6AEF99DFDC/large_1661372314.jpegjpg?1661372314,https://www.skinsafeproducts.com/tarte-pore-down-tightening-concentrate-4-fl-oz-120-ml
"Hourglass Equilibrium Restorative Hydrating Cream, 1.9 oz/54 g",Hourglass,Face,Creams,"Behenyl Alcohol, Butylene Glycol, Caprylic/Capric Triglyceride, Citric Acid, Diglycerin, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Glycerin, Glyceryl Glucoside, Glyceryl Stearate, Hydrogenated Rapeseed Alcohol, Lecithin, Niacinamide, Pentylene Glycol, Phenoxyethanol, Phospholipids, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Polyglyceryl-10 Stearate, Sodium Citrate, Sodium Stearoyl Glutamate, Squalane, Tocopherol, Water/Aqua, Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/690FA4D2A9A337/large_1661244318.pngpng?1661244318,https://www.skinsafeproducts.com/hourglass-equilibrium-restorative-hydrating-cream-1-9-oz-54-g
"Beyou Retinol Night Serum, Youth Recover + Blemish Defense, 0.67 fl oz/20 mL",Beyou.,Skin Treatments,Serums,"1,2-Hexanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Adenosine, Betaine, Butylene Glycol, Chondrus Crispus Extract, Corallina Officinalis Extract, Curcuma Longa (Turmeric) Root Extract, Dextrin, Diethoxyethyl Succinate, Disodium Edta, Ethylhexylglycerin, Glycerin, Glycine Soja (Soybean) Oil, Hydrogenated Lecithin, Lactobacillus Ferment, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Ocimum Sanctum Leaf Extract, Panthenol, Pentylene Glycol, Polyacrylate Crosspolymer-6, Polyglyceryl-10 Laurate, Polyquaternium-51, Propanediol, Retinol, Retinyl Palmitate, Saccharum Officinarum (Sugarcane) Extract, Theobroma Cacao (Cocoa) Seed Extract, Tocopherol, Trehalose, Tromethamine, Water",https://cdn1.skinsafeproducts.com/photo/5CE00D9704B316/large_1661161409.pngpng?1661161409,https://www.skinsafeproducts.com/beyou-retinol-night-serum-youth-recover-blemish-defense-0-67-fl-oz-20-ml
"Bareminerals Phyto-Retinol Lip Balm, Ageless, 0.11 oz/3.3 g",bareMinerals,Lip Care,"Lip Balms, Gels, Moisturizers & Oils","Aloe Barbadensis Leaf Extract, Behenyl Behenate, Bidens Pilosa Extract, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Caprylic/Capric Triglyceride, Caprylyl Glycol, Citral, Citrus Limon (Lemon) Peel Oil, Cocos Nucifera (Coconut) Oil, Ethylhexyl Palmitate, Euphorbia Cerifera (Candelilla) Wax (Candelilla Cera/Cire De Candelilla), Gossypium Herbaceum (Cotton) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Hexylene Glycol, Hydrogenated Coco-Glycerides, Jojoba Esters, Lactic Acid, Limonene, Linalool, Oryza Sativa (Rice) Bran Wax, Palmitoyl Tripeptide-1, Phenoxyethanol, Polyglyceryl-3 Diisostearate, Polyhydroxystearic Acid, Rosmarinus Officinalis (Rosemary) Leaf Extract, Silica Dimethyl Silylate, Sodium Hyaluronate, Sodium Saccharin, Sorbitan Isostearate, Squalane, Theobroma Cacao (Cocoa) Seed Butter, Tocopherol, Tribehenin",https://cdn1.skinsafeproducts.com/photo/355B2A0CF0E456/large_1639546103.pngpng?1639546103,https://www.skinsafeproducts.com/bareminerals-phyto-retinol-lip-balm-ageless-0-11-oz-3-3-g
"BareMinerals Ageless Phyto-Retinol Eye Cream, 0.5 oz/15 g",bareMinerals,"Eye Cream, Gel, Oils, & Serum",Creams,"Behenyl Alcohol, Bidens Pilosa Extract, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, C10-18 Triglycerides, Carbomer, Cetearyl Alcohol, Cetearyl Olivate, Cetyl Alcohol, Cetyl Palmitate, Chondrus Crispus Extract, Citric Acid, Diisostearyl Malate, Dimethicone, Dimethicone Crosspolymer, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer, Dipropylene Glycol, Disodium Edta, Ethylhexylglycerin, Gluconolactone, Glycerin, Glyceryl Stearate Se, Gossypium Herbaceum (Cotton) Seed Oil, Hydrogenated Polyisobutene, Hydrolyzed Hyaluronic Acid, Myristyl Myristate, Nylon-12, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide-5, Pentaerythrityl Tetraethylhexanoate, Phenoxyethanol, Polyacrylate Crosspolymer-6, Polysilicone-11, Polysorbate 20, Sh-Hexapeptide-2, Sodium Benzoate, Sodium Citrate, Sodium Hyaluronate, Sodium Lactate, Sorbitan Oleate, Sorbitan Olivate, Sorbitan Palmitate, Squalane, Stearyl Alcohol, T-Butyl Alcohol, Tocopherol, Trehalose, Water (Aqua/Eau), Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/2AD316051EDF70/large_1615287801.pngpng?1615287801,https://www.skinsafeproducts.com/bareminerals-ageless-phyto-retinol-eye-cream-0-5-oz-15-g
"Osea Undaria Algae Body Oil, 9.6 fl oz/280 mL",Osea,Body,Oils,"Citrus Aurantifolia (Lime) Oil, Citrus Paradisi (Grapefruit) Peel Oil, Cupressus Sempervirens (Cypress) Oil, Euterpe Oleracea (Acai) Pulp Oil, Helianthus Annuus (Sunflower) Seed Oil, Linum Usitatissimum (Linseed) Seed Oil, Orbignya Oleifera (Babassu) Seed Oil, Oryza Sativa (Rice Bran) Cera, Passiflora Edulis (Passion Fruit) Seed Oil, Sesamum Indicum (Sesame) Seed Oil, Tocopherol, Undaria Pinnatifida Extract",https://cdn1.skinsafeproducts.com/photo/71C77D3DBFCC7D/large_1660807961.pngpng?1660807961,https://www.skinsafeproducts.com/osea-undaria-algae-body-oil-9-6-fl-oz-280-ml
"Anihana Soap Bar, Raspberry Lollipop, 4.23 oz/120 g",Anihana,Cleansers,Bar Soaps,"Aqua, Cane Sugar, Castor Oil, Coconut Oil, Colour, Ethyl Alcohol, Fragrance, Glycerin (Vegetable), Mica, Monopropylene Glycol, Soda Lye, Stearic Acid (Vegetable), Titanium Dioxide, Vitamin E",https://cdn1.skinsafeproducts.com/photo/19E0A9CC7AF055/large_1660892916.pngpng?1660892916,https://www.skinsafeproducts.com/anihana-soap-bar-raspberry-lollipop-4-23-oz-120-g
"Maelys Enriched Stretch Mark Oil, 2.0 fl oz/60 mL",Maelys,Skin Treatments,Stretch Marks,"Benzyl Benzoate, Bisabolol, Cinnamal, Cocos Nucifera (Coconut) Oil, Eugenol, Fragrance, Glycine Soja (Soybean) Oil, Helianthus Annuus (Sunflower) Seed Oil, Hexyl Cinnamal, Limonene, Linalool, Lupinus Albus (White Lupine) Seed Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera (Horseradish Tree) Seed Oil, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Ricinus Communis (Castor) Seed Oil, Tocopherol, Tocopheryl Acetate, Water (Aqua).",https://cdn1.skinsafeproducts.com/photo/AA265634791CD4/large_1660806471.pngpng?1660806471,https://www.skinsafeproducts.com/maelys-enriched-stretch-mark-oil-2-0-fl-oz-60-ml
"Harry's Freshening Face Toner, 8.35 fl oz/247 mL",Harry's,Toners & Astringents,Toners,"Benzoic Acid, Eucalyptus Globulus Leaf Oil, Hamamelis Virginiana (Witch Hazel) Water, Limonene, Menthol, Niacinamide, Pentylene Glycol, Phenoxyethanol, Polyquaternium-10, Polysorbate 20, Ppg-24-Glycereth-24, Propylene Glycol, Sodium Chloride, Water/Aqua/Eau",https://cdn1.skinsafeproducts.com/photo/F961DB0A18CA7E/large_1660815778.pngpng?1660815778,https://www.skinsafeproducts.com/harry-s-freshening-face-toner-8-35-fl-oz-247-ml
"Sephora Targeted Pores Serum, BHA + PHA, 1.01 fl oz/30 mL",Sephora Collection,Skin Treatments,Serums,"Alcohol Denat, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Aqua (Water), Butylene Glycol, Denatonium Benzoate, Enantia Chlorantha Bark Extract, Gluconolactone, Glyceryl Caprylate, Helianthus Annuus (Sunflower) Seed Oil, Lecithin, Oleanolic Acid, Pentylene Glycol, Propanediol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salicylic Acid, Silica, Sodium Acrylates Copolymer, Sodium Benzoate, Sodium Hydroxide, Sodium Phytate, T-Butyl Alcohol, Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/17B913658DFFFD/large_1660806043.pngpng?1660806043,https://www.skinsafeproducts.com/sephora-targeted-pores-serum-bha-pha-1-01-fl-oz-30-ml
"No7 Protect & Intense Advanced Day Cream, Advanced, SPF 30, 1.69 fl oz/50 mL",No7,Anti-Aging/Anti-Wrinkle,Anti-Wrinkle,"Acetyl Dipeptide-1 Cetyl Ester, Alcohol Denat, Aluminum Starch Octenylsuccinate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Aqua (Water), Ascorbyl Glucoside, Avobenzone, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, C12-15 Alkyl Benzoate, Carbomer, Cetearyl Glucoside, Dimethicone, Dimethiconol, Dimethylmethoxy Chromanol, Dipropylene Glycol, Ethylhexylglycerin, Ethylparaben, Glycerin, Hydrolyzed Rice Protein, Hydroxyethylcellulose, Medicago Sativa (Alfalfa) Extract, Methylparaben, Morus Alba Leaf Extract, Octisalate, Octocrylene, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Panax Ginseng Root Extract, Parfum (Fragrance), Phenoxyethanol, Polysorbate 20, Potassium Cetyl Phosphate, Potassium Hydroxide, Propylene Glycol, Retinyl Palmitate, Silica, Sodium Benzoate, Sodium Hyaluronate, Sorbitan Laurate, T-Butyl Alcohol, Tetrasodium Edta, Tocopherol, Tocopheryl Acetate, Tribehenin, Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/E5E9FF3894773C/large_1660798360.pngpng?1660798360,https://www.skinsafeproducts.com/no7-protect-intense-advanced-day-cream-advanced-spf-30-1-69-fl-oz-50-ml
