product_name,brand,usage_type,category,ingredients,image_url,product_url
"L'Oreal Paris Revitalift Volume Filler, Eye, 15 mL",L'Oreal Paris,Anti-Aging/Anti-Wrinkle,Anti-Wrinkle,"Adenosine, Alcohol D Enat., Aqua, Caffeine, Caprylic / Capric Triglyceride, Caprylyl Glycol, Ceteareth-6, Dimethicone, Dimethicone/Peg-10/15 Crosspolymer, Dimethicone/Polyglycerin-3 Crosspolymer, Dipotassium Glycyrrhizinate, Dipropylene Glycol, Disodium Edta, Disteardimonium Hectorite, Glycerin, Hydroxyethylpiperazine Ethane Sulfonic Acid, Isohexadecane, Nylon-12, Peg-10 Dimethicone, Peg-30 Dipolyhydroxystearate, Pentylene Glycol, Phenoxyethanol, Secale Cereale Seed Extract, Sodium Acrylates Copolymer, Sodium Citrate, Sodium Hyaluronate, Sorbitan Oleate, Stearyl Alcohol, Synthetic Wax, Tocopherol",https://cdn1.skinsafeproducts.com/photo/0900A803F57CD9/large_1661496640.pngpng?1661496640,https://www.skinsafeproducts.com/l-oreal-paris-revitalift-volume-filler-eye-15-ml
"Profusion Cosmetics Linu's Cozy Tint, 0.21 oz/6 g",Profusion Cosmetics,Face,Tinted Moisturizers,"Blue 1 Al Lake (Ci 42090), Calcium Aluminum Borosilicate, Caprylic/Capric Triglyceride, Caprylyl Glycol, Ci 45410, Citric Acid, Cocos Nucifera (Coconut) Oil, Dibutyl Ethylhexanoyl Glutamide, Dibutyl Lauroyl Glutamide, Ethylhexyl Palmitate, Hydrogenated Polyisobutene, Isononyl Isononanoate, Phenoxyethanol, Polyglyceryl-10 Pentaisostearate, Silica, Tin Oxide, Titanium Dioxide (Ci 77891), Tocopherol, Tocopheryl Acetate",https://cdn1.skinsafeproducts.com/photo/D3EA8F07FF4BD8/large_1753346915.pngpng?1753346915,https://www.skinsafeproducts.com/profusion-cosmetics-linu-s-cozy-tint-0-21-oz-6-g
"Magic Molecule Antimicrobial Skin Spray, 3.4 fl oz/100 mL",Magic Molecule,Face,Mists,"Hypochlorite Ion, Hypochlorous Acid, Ionized Water, Sodium Chloride",https://cdn1.skinsafeproducts.com/photo/909D5258CE6333/large_1753339467.pngpng?1753339467,https://www.skinsafeproducts.com/magic-molecule-hypochlorous-acid-solution-3-4-fl-oz-100-ml
"Boots Ingredients Hyaluronic Acid Sleep Mask, 1 fl oz/30 mL",Boots,Skin Treatments,Facial Masks,"Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aqua (Water), Betaine, Butylene Glycol, Caprylic/Capric Triglyceride, Dimethicone, Ethylhexylglycerin, Glycerin, Methylparaben, Peg-40 Hydrogenated Castor Oil, Pentylene Glycol, Phenoxyethanol, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Hydroxide",https://cdn1.skinsafeproducts.com/photo/60D2FA5F585313/large_1753332633.pngpng?1753332633,https://www.skinsafeproducts.com/boots-ingredients-hyaluronic-acid-sleep-mask-1-fl-oz-30-ml
"Dg Body Petroleum Jelly, 7.5 oz/212 g",DG Body,Body,Gels,White Petrolatum Usp,https://cdn1.skinsafeproducts.com/photo/539EDD6CF58508/large_1753264489.jpeg?1753264489,https://www.skinsafeproducts.com/dg-body-petroleum-jelly-7-5-oz-212-g
"Neutrogena Hand Cream , 75 mL",Neutrogena,Hand,Creams,"Aqua, Caprylyl Glycol, Cetearyl Alcohol, Disodium Phosphate, Ethylhexylglycerin, Glycerin, Palmitic Acid, Potassium Phosphate, Sodium Cetearyl Sulfate, Stearic Acid, Tocopherol, Tocopheryl Acetate",https://cdn1.skinsafeproducts.com/photo/E91895BE629839/large_1753258977.pngpng?1753258977,https://www.skinsafeproducts.com/neutrogena-hand-cream-75-ml-0
"Dove Moisturizing Cream Bar Soap,",Dove,Cleansers,Bar Soaps,"Cocamidopropyl Betaine, Glycerin, Kaolin, Lauric Acid, Sodium Chloride, Sodium Isethionate, Sodium Laurate, Sodium Lauroyl Isethionate, Sodium Oleate, Sodium Stearate, Stearic Acid, Tetrasodium Edta, Tetrasodium Etidronate, Titanium Dioxide, Water (Eau)",https://cdn1.skinsafeproducts.com/photo/3CF3B9CB9A67BD/large_1753245055.pngpng?1753245055,https://www.skinsafeproducts.com/dove-moisturizing-cream-bar-soap
"E.S.K O+ Soothe & Melt Cleansing Balm, 100 g",E.S.K,Cleansers,Facial Cleansers,"Caprylic/Capric Triglyceride, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Sodium Cocoyl Isethionate, Sucrose Laurate, Sucrose Palmitate, Sucrose Stearate, Water/Aqua",https://cdn1.skinsafeproducts.com/photo/00E651A99E22E7/large_1753242597.pngpng?1753242597,https://www.skinsafeproducts.com/e-s-k-o-soothe-melt-cleansing-balm-100-g
"Walgreens 3% Hydrogen Peroxide Wipes, 40 Count",Walgreens,"Cloths, Towelettes, & Wipes",Facial Wipes,"Hydrogen Peroxide, Polysorbate 80, Purified Water",https://cdn1.skinsafeproducts.com/photo/C919504B6C5586/large_1753178687.pngpng?1753178687,https://www.skinsafeproducts.com/walgreens-3-hydrogen-peroxide-wipes-40-count
"Humble Brands Nourishing Lip Balm, Simply Unscented, 0.15 oz/4.25 g",Humble Brands,Lip Care,"Lip Balms, Gels, Moisturizers & Oils","Cera Alba (Beeswax), Cocos Nucifera (Coconut) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Theobroma Cacao (Cocoa) Seed Butter, Tocopherol (Vitamin E)",https://cdn1.skinsafeproducts.com/photo/A7FD13CA617003/large_1753167645.pngpng?1753167645,https://www.skinsafeproducts.com/humble-brands-nourishing-lip-balm-simply-unscented-0-15-oz-4-25-g
