product_name,brand,usage_type,category,ingredients,image_url,product_url
"Hempz Aromabody, Blueberry Lavender & Chamomile, 17oz",Hempz,Body,Lotions,"Aminomethyl Propanol, Ascorbic Acid, Benzyl Benzoate, Benzyl Salicylate, Butyrospermum Parkii (Shea) Butter, Cannabis Sativa Seed Oil, Carbomer, Cetyl Alcohol, Chamomilla Recutita (Matricaria) Flower Extract, Citric Acid, Citronellol, Coumarin, Dimethicone, Disodium Edta, Glycerin, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil, Isopropyl Palmitate, Lavandula Angustifolia (Lavender) Extract, Linalool, Methylisothiazolinone, Nylon-12, Panax Ginseng Root Extract, Peg-100 Stearate, Perfume, Phenoxyethanol, Polysorbate-40, Propanediol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Retinyl Palmitate, Sorbitan Stearate, Stearic Acid, Tocopherol (Multisource), Tocopheryl Acetate, Vaccinium Angustifolium (Blueberry) Fruit Extract, Water\Aqua\Eau, Zingiber Officinale (Ginger) Root Extract",https://cdn1.skinsafeproducts.com/photo/A4BC8895389981/large_1551304260.jpeg?1551304260,https://www.skinsafeproducts.com/hempz-aromabody-blueberry-lavender-chamomile-17oz
"Revision Skincare Soothing Facial Rinse, 6.7 Fluid Ounce",Revision Skincare,Skin Care,Toners & Astringents,"Algae Extract, Allantoin, Aloe Barbadensis (Aloe Vera) Leaf Juice, Arnica Montana Flower Extract, Biosaccharide Gum-1, Butylene Glycol, Carbomer, Chamomilla Recutita (Matricaria) Flower Extract, Copper Pca, Diazolidinyl Urea, Disodium Edta, Glycerin, Glyceryl Polyacrylate, Hydroxyethylcellulose, Iodopropynyl Butylcarbamate, Lavandula Angustifolia (Lavender) Flower Extract, Panthenol, Peg-8, Peg/Ppg-14/4 Dimethicone, Pentylene Glycol, Phytonadione, Polysorbate 20, Rosa Damascena Flower Extract, Sodium Citrate, Vitis Vinifera (Grape) Seed Extract, Water (Aqua)",https://cdn1.skinsafeproducts.com/photo/C792BE6A685062/large_1554429204.jpeg?1554429204,https://www.skinsafeproducts.com/revision-skincare-soothing-facial-rinse-6-7-fluid-ounce
"Mario Badescu Almond & Honey Face Scrub, 4 oz.",Mario Badescu Skin Care,"Exfoliators, Polishes, & Scrubs",Scrubs,"Avena Sativa (Oat) Kernel Flour, Caprylic/Capric Triglyceride, Carrageenan, Cellulose Gum, Cetyl Alcohol, Diazolidinyl Urea, Glyceryl Isostearate, Honey (Mel, Miel), Kaolin, Methylparaben, Parfum (Fragrance), Ppg-2 Hydroxyethyl Cocamide, Propylene Glycol, Propylparaben, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Quaternium-15, Sodium Chloride, Stearic Acid, Talc, Triethanolamine, Water\Aqua\Eau, Zea Mays (Corn) Kernel Meal, Zinc Oxide",https://cdn1.skinsafeproducts.com/photo/00523AEE11D22C/large_1543628244.jpeg?1543628244,https://www.skinsafeproducts.com/mario-badescu-almond-honey-face-scrub-4-oz
"Hempz Herbal Body Moisturizer, Light Pink, Blushing Grapefruit/Raspberry Creme, 17 Fluid Ounce",Hempz,Body,Lotions,"African Shea Butter, Aloe Barbadensis (Aloe Vera) Leaf Powder, Alpha-Isomethyl Ionone, Althaea Officinalis Root Extract, Aminomethyl Propanol, Ascorbic Acid, Benzyl Benzoate, Butylphenyl Methylpropional, Calendula Officinalis Flower Extract, Cannabis Sativa Seed Oil, Carbomer, Cetyl Alcohol, Chamomilla Recutita (Matricaria) Flower Extract, Citronellol, Cucumis Sativus (Cucumber) Fruit Extract, Dimethicone, Disodium Edta, Glycerin, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Isopropyl Palmitate, Limonene, Linalool, Methylisothiazolinone, Nylon-12, Peg-100 Stearate, Perfume, Phenoxyethanol, Polysorbate-40, Propanediol, Red 33 (Ci 17200), Red 40 (Ci 16035), Retinyl Palmitate, Sorbitan Stearate, Stearic Acid, Symphytum Officinale Leaf Extract, Tocopheryl Acetate, Water\Aqua\Eau, Yellow 5 (Ci 19140), Zingiber Officinale (Ginger) Root Extract",https://cdn1.skinsafeproducts.com/photo/F5A48B9EF2B6A2/large_1546902957.jpeg?1546902957,https://www.skinsafeproducts.com/hempz-herbal-body-moisturizer-light-pink-blushing-grapefruit-raspberry-creme-17-fluid-ounce
"Freeman Feeling Beautiful Sweet Tea & Lemon Peel Away Clay Mask, Travel Size, 0.5 fl Oz (Pack of 3)",Freeman Beauty,Skin Treatments,Facial Masks,"Aleurites Moluccana Extract, Algae Extract, Azadirachta Indica (Neem) Seed Oil, Bentonite, Camellia Sinensis (Green Tea) Leaf Extract, Carica Papaya (Papaya) Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract, Citrus Limonum (Lemon) Extract, Cocos Nucifera (Coconut) Extract, Fragrance(Parfum), Glycerin, Glycyrrhiza Glabra (Licorice) Root Extract, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Lemon, Lemon Grass Extract, Maranta Arundinacea Root Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Methylchloroisothiazolinone, Methylisothiazolinone, Musa Sapientum (Banana) Fruit Extract, Nasturtium Officinale Extract, Peg -8, Peg-12 Dimethicone, Polysorbate 20, Polyvinyl Alcohol, Propylene Glycol, Psidium Guajava Fruit Extract, Rosa Canina Fruitextract, Rubus Idaeus (Raspberry) Fruit Extract, Salix Alba (Willow) Bark Extract, Santalum Album (Sandalwood) Extract, Sd Alcohol 40-B, Silica Dimethyl Silylate, Titanium Dioxide, Zingiber Officinale (Ginger) Root Extract",https://cdn1.skinsafeproducts.com/photo/483D55B0366E3B/large_1545431125.jpeg?1545431125,https://www.skinsafeproducts.com/freeman-sweet-tea-lemon-peel-away-clay-mask-travel-size-0-5-fl-oz-pack-of-3
"Hempz Herbal Body Moisturizer, Pearl White, Fresh Coconut/Watermelon, 2.25 Ounce",Hempz,Body,Lotions,"African Shea Butter, Alcohol, Aloe Barbadensis (Aloe Vera) Leaf Powder, Aminomethyl Propanol, Ascorbic Acid, Benzyl Benzoate, Cannabis Sativa Seed Oil, Carbomer, Cetyl Alcohol, Chamomilla Recutita (Matricaria) Flower Extract, Citrullus Lanatus Seed Extract, Cocos Nucifera Oil, Coumarin, Cucumis Melo (Melon) Fruit Extract, Dimethicone, Disodium Edta, Fragrance, Glycerin, Glyceryl Stearate, Helianthus Annuus Seed Oil, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Isopropyl Palmitate, Limonene, Linalool, Methylisothiazolinone, Nylon-12, Peg-100 Stearate, Persea Gratissima (Avocado) Fruit Extract, Phenoxyethanol, Polysorbate-40, Propanediol, Retinyl Palmitate, Sorbitan Palmitate, Stearic Acid, Tocopheryl Acetate, Water\Aqua\Eau",https://cdn1.skinsafeproducts.com/photo/A4EA4DE2282B94/large_1544388288.jpeg?1544388288,https://www.skinsafeproducts.com/hempz-herbal-body-moisturizer-pearl-white-fresh-coconut-watermelon-2-25-ounce
"A Perfect World Antioxidant Cleanser With White Tea, 5 oz",Origins,Cleansers,Facial Cleansers,"Acrylates Copolymer, Aloe Barbadensis (Aloe Vera) Leaf Juice, Camellia Sinensis (White Tea) Leaf Extract, Chlorphenesin, Cinnamomum Camphora (Camphor) Bark Oil, Citric Acid, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantium Dulcis (Orange Peel) Oil, Citrus Limonum (Lemon) Extract, Cocamide Mea, Dipotassium Glycyrrhizate, Disodium Cocoamphodiacetate, Disodium Edta, Edta, Glycerin, Glycol Distearate, Hydroxypropyl Methylcellulose, Iris Pallida Root Extract, Laureth-2, Limonene, Linalool, Magnolia Acuminata Flower Extract, Mentha Viridis (Spearmint) Oil, Methylchloroisothiazolinone, Methylisothiazolinone, Mineral Salts, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Phenoxyethanol, Plumeria Alba Flower Extract, Polysorbate 20, Potassium Sorbate, Rosa Damascena (Rose) Flower Water, Rosa Damascena Extract, Sodium Chloride, Sodium Cocoate, Sodium Hydroxide, Sodium Laureth Sulfate (Sles), Sodium Lauroyl Oat Amino Acids, Sodium Sulfate, Sorbic Acid, Trisodium Hedta, Vetiveria Zizanoides Root Oil, Water\Aqua\Eau",https://cdn1.skinsafeproducts.com/photo/AA7D132A91D77A/large_1543003935.jpeg?1543003935,https://www.skinsafeproducts.com/a-perfect-world-antioxidant-cleanser-with-white-tea-5-oz
"ColoreScience All Calm Clinical Redness Corrector, SPF 50, 1 fl oz",Colorescience,Skin Treatments,Dark Spot Corrector & Pigment Corrector,"Alumina, Benzoic Acid, Caprylic/Capric Triglyceride, Chamomilla Recutita (Matricaria) Flower Extract, Chloroacetic Acid, Chromium Oxide Greens (Ci 77288), Crithmum Maritimum Extract, Cyclopentasiloxane, Dehydroacetic Acid, Dimethicone Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Disodium Lauriminodipropionate Tocopheryl Phosphates, Disteardimonium Hectorite, Ethylhexylglycerin, Glyceryl Behenate/Eicosadioate, Glycolic Acid, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Jojoba Esters, Magnesium Carboxymethyl Beta-Glucan, Magnolia Officinalis Bark Extract, Niacinamide, Phenoxyethanol, Polyhydroxystearic Acid, Propylene Carbonate, Silica, Titanium Dioxide, Tocopherol (Multisource), Triethoxycaprylylsilane, Water\Aqua\Eau, Zinc Oxide, Zingiber Officinale (Ginger) Root Extract",https://cdn1.skinsafeproducts.com/photo/7C458EEBCA4F95/large_1527221395.jpeg?1527221395,https://www.skinsafeproducts.com/colorescience-all-calm-clinical-redness-corrector-spf-50-1-fl-oz
"GlamGlow Facial Treatment Cream, Thirsty Mud Teal, 1.7 Ounce",GlamGlow,Skin Treatments,Facial Masks,"Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Alcohol, Allantoin, Aminomethyl Propanol, Avena Sativa (Oat) Bran Extract, Benzophenone-4, Buteth-3, Butylene Glycol, Camellia Sinensis (Green Tea) Leaf Powder, Camellia Sinensis Leaf Powder, Caprylic/Capric Triglyceride, Caprylyl Glycol, Cetearyl Alcohol, Cetyl Alcohol, Cocos Nucifera (Coconut) Fruit Extract, Coumarin, Cyclopentasiloxane, Disodium Edta, Ethylhexylglycerin, Fragrance, Glycerin, Glyceryl Acrylate/Acrylic Acid Copolymer, Glyceryl Polymethacrylate, Glyceryl Stearate, Hexylene Glycol, Honey (Mel), Hydrogenated Polydecene, Kaolin, Linalool, Menthoxypropanediol, Olea Europaea (Olive) Leaf Powder, Peg-100 Stearate, Peg-8, Phenoxyethanol, Polysorbate 60, Potassium Sorbate, Pyrus Malus (Apple) Fruit Extract, Saccharide Isomerate, Sodium Benzoate, Sodium Benzotriazolyl Butylphenol Sulfonate, Sodium Hyaluronate, Sodium Polyacryloyldimethyl Taurate, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, Tributyl Citrate, Trideceth-10, Tris(Tetramethylhydroxypiperidinol) Citrate, Water\Aqua\Eau, Zingiber Officinale (Ginger) Root Extract",https://cdn1.skinsafeproducts.com/photo/E84E0D5B45C653/large_1541791375.jpeg?1541791375,https://www.skinsafeproducts.com/glamglow-facial-treatment-cream-thirsty-mud-teal-1-7-ounce
"jane iredale Dream Tint SPF 15 Tinted Moisturizer, Medium Light, 1.7 Fluid Ounce",Jane Iredale,Face,Tinted Moisturizers,"African Shea Butter, Algae Extract, Boron Nitride, Camellia Sinensis (White Tea) Leaf Extract, Chromium Oxide Greens (Ci 77288), Citrus Grandis (Grapefruit) Seed Extract, Dimethicone, Glycerin, Glyceryl Polymethacrylate, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Jojoba Esters, Lavandula Angustifolia (Lavender) Oil, Mica, Octyldodecyl Neopentanoate, Punica Granatum (Pomegranate) Extract, Raphanus Sativus (Radish) Root Extract, Sambucus Nigra (Elder Flower) Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Titanium Dioxide, Ultramarines (Ci 77007), Water\Aqua\Eau",https://cdn1.skinsafeproducts.com/photo/84B1FCB82C7E72/large_1531930968.jpeg?1531930968,https://www.skinsafeproducts.com/jane-iredale-dream-tint-spf-15-tinted-moisturizer-medium-light-1-7-fluid-ounce
