product_name,brand,usage_type,category,ingredients,image_url,product_url
"Peter Thomas Roth Clinical Skin Care Retinol Fusion PM Night Serum, 2 fl oz/60 mL",Peter Thomas Roth,Anti-Aging/Anti-Wrinkle,Serums,"Alcohol, Ascorbyl Palmitate, Bisabolol, Cyclopentasiloxane, Lecithin, Pentylene Glycol, Polysorbate-20, Potassium Phosphate, Retinol, Squalane, Tocopheryl Acetate, Water Aqua Eau",https://cdn1.skinsafeproducts.com/photo/07D5B14F6F22F6/large_1712826779.pngpng?1712826779,https://www.skinsafeproducts.com/peter-thomas-roth-clinical-skin-care-retinol-fusion-pm-night-serum-2-fl-oz-60-ml
"Beekeeper Made Beeswax Moisturizing Lip Balm, Vanilla, 0.15 oz/4.25 g",Beekeeper Made,Lip Care,"Lip Balms, Gels, Moisturizers & Oils","Butyrospermum Parkii (Shea) Butter, Cannabis Sativa (Hemp) Seed Oil, Cera Alba (Beeswax), Cocos Nucifera (Coconut) Oil, Glycine Soja (Soybean) Oil, Natural Vanilla Flavor, Olea Europaea (Olive) Fruit Oil, Oryza Sativa (Rice) Bran Wax, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol (Vitamin E)",https://cdn1.skinsafeproducts.com/photo/937A523B75F26C/large_1712818914.jpeg?1712818914,https://www.skinsafeproducts.com/beekeeper-made-beeswax-moisturizing-lip-balm-vanilla-0-15-oz-4-25-g
"Uncle Harry's Face Wash, Eucalyptus & Tea Tree, 8 fl oz/237 mL",Uncle Harry's,Facial Cleansers,Facial Washes,"Bentonite Clay, Eucalyptus (Eucalyptus Globulus) Essential Oil, Non-Gmo Citric Acid From Sugar Cane, Organic Apple Cider Vinegar, Purified Water, Sodium Tetraborate, Tea Tree (Melaleuca Alternifolia) Essential Oil",https://cdn1.skinsafeproducts.com/photo/89864E79C58CDB/large_1711003253.pngpng?1711003253,https://www.skinsafeproducts.com/uncle-harry-s-face-wash-eucalyptus-tea-tree-8-fl-oz-237-ml
"Camille Beckman Glycerine Hand Therapy, Oriental Spice, 8 oz/226.8 g",Camille Beckman,Hand,Creams,"Aloe Barbadensis Leaf Juice, Arnica Montana Flower Extract, Ca Disodium Edta, Caprylyl Glycol, Cetyl Alcohol, Citric Acid, Cucumis Sativus (Cucumber) Fruit Extract, Dimethicone, Fragrance (Parfum), Glycerin, Hedera Helix (Ivy) Extract, Malva Sylvestris (Mallow) Extract, Parietaria Officinalis (Pellitory) Extract, Phenoxyethanol, Potassium Sorbate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Sambucus Nigra (Elder) Flower Extract, Sodium Benzoate, Sodium Borate, Stearic Acid, Tocopherol (Vitamin E), Triethanolamine, Water (Aqua), Yellow 5 (Ci 19140), Yellow 6 (Ci 15986), Zinc Stearate",https://cdn1.skinsafeproducts.com/photo/CDA9794AC9394C/large_1712206871.pngpng?1712206871,https://www.skinsafeproducts.com/camille-beckman-glycerine-hand-therapy-oriental-spice-8-oz-226-8-g
"Alumier MD Retinol Resurfacing Serum 0.25, 1 fl oz/30 mL",Alumier MD,Skin Treatments,Serums,"Alcohol, Aloe Barbadensis Leaf Juice, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Apricot Kernel Oil Peg-6 Esters, Aspalathus Linearis (Rooibos) Extract, Bht, Boswellia Serrata Extract, Butylene Glycol, Camellia Sinensis (Tea) Extract, Caprylic/Capric Triglyceride, Citric Acid, Cyclopentasiloxane, Decyl Glucoside, Dimethicone, Disodium Edta, Gluconolactone, Glutathione, Glycerin, Glyceryl Linoleate, Hamamelis Virginiana (Witch Hazel) Water, Honey Extract (Mel,Extrait De Miel), Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxypropyl Cyclodextrin, Niacinamide, Palmitoyl Tripeptide-38, Phenoxyethanol, Polymethyl Methacrylate, Polysilicone-11, Polysorbate 20, Potassium Sorbate, Retinol, Sodium Benzoate, Sodium Hyaluronate, Sodium Hydroxide, Sucrose Palmitate, Tetrapeptide-14, Tocopheryl Acetate, Triglycerides Of Caprylic/Capric Acid, Water/Aqua/Eau",https://cdn1.skinsafeproducts.com/photo/1FDCE2702E1CEE/large_1712740031.pngpng?1712740031,https://www.skinsafeproducts.com/alumier-md-retinol-resurfacing-serum-0-25-1-fl-oz-30-ml
"Alumier Even Tone Brightening Facial Serum, 1 fl oz/30 mL",Alumier MD,Skin Treatments,Serums,"Allantoin, Aloe Barbadensis Leaf Juice, Amla Indian Gooseberry (Phyllanthus Emblica Fruit Extract), Aspalathus Linearis (Rooibos) Extract, Boswellia Serrata Extract, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Calcium Gluconate, Caprylic/Capric Triglyceride, Caprylyl Glycol, Disodium Edta, Gluconolactone, Glycerin, Glycine Soja (Soybean) Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Honey Extracts, Hydrogenated Lecithin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxypropyl Cyclodextrin, Isononyl Isononanoate, Lecithin, Lentinus Edodes Mycelium Extract, Niacinamide, Oligopeptide-68, Palmitoyl Tripeptide-38, Phenylethyl Resorcinol, Propanediol, Silicon Dioxide, Sodium Acrylates Copolymer, Sodium Benzoate, Sodium Chloride, Sodium Hyaluronate, Sodium Hydroxide, Sodium Levulinate, Sodium Oleate, Sorbitan Isostearate, Tetrapeptide-14, Water/Aqua/Eau",https://cdn1.skinsafeproducts.com/photo/86A94F139E82B2/large_1712750621.pngpng?1712750621,https://www.skinsafeproducts.com/alumier-even-tone-brightening-facial-serum-1-fl-oz-30-ml
"365 Whole Foods Market CBD Body Lotion, Lavender Vanilla, 6 oz/170 g",365 Whole Foods Market,Body,Lotions,"Aloe Barbadensis Leaf Juice, Broad Spectrum Cbd Extract Derived From Hemp (Aerial Parts), Caprylic/Capric Triglyceride, Caprylyl Glycol, Cetearyl Alcohol, Cetyl Alcohol, Glycerin, Lavender Oil (Lavandula Angustifolia), Mangifera Indica (Mango) Seed Butter, Phenoxyethanol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Sorbic Acid, Tocopherol, Vanilla Planifolia Fruit Extract, Water, Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/C7AEB57C497E50/large_1712746693.pngpng?1712746693,https://www.skinsafeproducts.com/365-whole-foods-market-cbd-body-lotion-lavender-vanilla-6-oz-170-g
"Careone Advance Recovery Body Lotion, 10 fl oz/295 mL",CareOne,Body,Lotions,"Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Benzyl Alcohol, Cedrol, Cetyl Alcohol, Chlorphenesin, Dimethicone, Disodium Edta, Glycerin, Glyceryl Stearate, Glycol Stearate, Isopropyl Myristate, Isopropyl Palmitate, Mineral Oil, Peg-100 Stearate, Petrolatum, Stearamide Amp, Stearic Acid, Triethanolamine, Water",https://cdn1.skinsafeproducts.com/photo/54E196BF43A779/large_1712747051.pngpng?1712747051,https://www.skinsafeproducts.com/careone-advance-recovery-body-lotion-10-fl-oz-295-ml
"Skin Pharm Crystal Clear Clarifying Pads, Salicylic Acid, 60 Count",Skin Pharm,Skin Care,Acne Care (OTC),"Allantoin, Aloe Barbadensis Leaf Extract, Beta-Glucan, Caprylic/Capric Triglyceride, Chamomilla Recutita (Matricaria) Flower Extract, Citrus Grandis (Grapefruit) Peel Extract, Cucumis Sativus (Cucumber) Fruit Extract, Dipotassium Glycyrrhizate, Ethoxydiglycol, Ethylhexylglycerin, Glycerin, Glycolic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Lactic Acid, Menthyl Lactate, Morus Alba Root Extract, Peg-40 Hydrogenated Castor Oil, Phenoxyethanol, Ppg-26-Buteth-26, Salicylic Acid, Sodium Hydroxide, Tetrasodium Edta, Water/Aqua/Eau",https://cdn1.skinsafeproducts.com/photo/6FF843D37F9776/large_1712723682.pngpng?1712723682,https://www.skinsafeproducts.com/skin-pharm-crystal-clear-clarifying-pads-salicylic-acid-60-count
"Alumier Purifying Facial Cleansing Gel, 6 fl oz/177 mL",Alumier MD,Facial Cleansers,Facial Gels,"Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aloe Barbadensis Leaf Juice, Arctium Lappa Root Extract, Butylene Glycol, Caprylic Acid, Caprylyl Glycol, Chamomilla Recutita (Matricaria) Flower Extract, Citric Acid, Citrus Limon (Lemon) Fruit Extract, Disodium Edta, Disodium Phosphate, Ethylhexylglycerin, Glycerin, Hedera Helix (Ivy) Extract, Lauryl Glucoside, Nasturtium Officinale Extract, Opuntia Ficus-Indica Stem Extract, Potassium Sorbate, Propanediol, Salvia Officinalis (Sage) Leaf Extract, Saponaria Officinalis Extract, Sodium Benzoate, Sodium Chloride, Sodium Glycolate, Sodium Hydroxide, Sodium Lauroamphoacetate, Sodium Lauryl Glucose Carboxylate, Water/Aqua/Eau, Xylitol",https://cdn1.skinsafeproducts.com/photo/359728D6BDB46B/large_1712744715.pngpng?1712744715,https://www.skinsafeproducts.com/alumier-purifying-facial-cleansing-gel-6-fl-oz-177-ml
